playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,KeyPasses(attemptAssists),Touches,YellowCards,TotalUnsuccessfulPasses(ExclCrosses&Corners),TimePlayed,GroundDuelsLost,Catches,AerialDuelsWon,DuelsWon,GoalsConcededOutsideBox,PenaltiesFaced,SuccessfulOpenPlayPasses,SuccessfulLaunches,GroundDuels,SavesMadeFromInsideBox,Duels,UnsuccessfulLaunches,Putthrough/blockedDistribution,CleanSheets,LeftsidePasses,Starts,SavesMade-Parried,SavesMade,TotalFoulsConceded,PenaltyGoalsConceded,GoalsConcededInsideBox,TotalClearances,TotalPasses,Recoveries,SuccessfulPassesOppositionHalf,GoalkeeperSmother,GkUnsuccessfulDistribution,GamesPlayed,SuccessfulPassesOwnHalf,ForwardPasses,RightsidePasses,Drops,Putthrough/blockedDistributionWon,UnsuccessfulLongPasses,Punches,DuelsLost,SuccessfulLongPasses,GkSuccessfulDistribution,TotalLossesOfPossession,Index,Appearances,OpenPlayPasses,UnsuccessfulShortPasses,SavesMadeFromOutsideBox,FoulAttemptedTackle,SuccessfulShortPasses,AerialDuels,TacklesLost,TotalTackles,TotalTouchesInOppositionBox,TotalSuccessfulPasses(ExclCrosses&Corners),UnsuccessfulPassesOppositionHalf,TotalFoulsWon,GoalKicks,GroundDuelsWon,UnsuccessfulPassesOwnHalf,PenaltiesConceded,CornersWon,WinningGoal,SavesMade-Caught,AerialDuelsLost,Interceptions,SuccessfulDribbles,SubstituteOff,SubstituteOn,CrossesNotClaimed,UnsuccessfulLay-offs,SavesFromPenalty,PenaltiesSaved,OwnGoalScored,CornersTaken(inclShortCorners),TotalShots,UnsuccessfulCrossesOpenPlay,ThrowInsToOppositionPlayer,UnsuccessfulCrosses&Corners,TacklesWon,BlockedShots,ShotsOnTarget(IncGoals),TimesTackled,Blocks,SuccessfulCrosses&Corners,ThrowInsToOwnPlayer,UnsuccessfulCornersIntoBox,SuccessfulCrossesOpenPlay,SuccessfulCornersIntoBox,BackwardPasses,UnsuccessfulDribbles,RightFootGoals,SuccessfulLay-offs,Assists(intentional),GoalsFromInsideBox,Goals,Offsides,PenaltiesTaken,GoalAssists,ShotsOffTarget(incWoodwork),PenaltyGoals,LeftFootGoals,SecondGoalAssists,AttemptsFromSetPieces,HomeGoals,AwayGoals,HandballsConceded,Overruns,HeadedGoals,ThroughBalls,LastManTackle,FoulWonPenalty,ClearancesOffTheLine,GoalsFromOutsideBox,StraightRedCards,TotalRedCards,LastPlayerTackle,RedCards-2ndYellow,SetPiecesGoals,PenaltiesOffTarget,OtherGoals
cpl::Football_Player::edcf64e77c8c4771af573d1d441cc470,C. Toussaint,Pacific,Midfielder,2023,midfielder,26,1744,0,1,16,0,4,1,33,46,39,0,10,0,50,85.0,23,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1321.0,10.0,150.0,1744.0,100.0,,17.0,134.0,2.0,,818.0,4.0,217.0,,251.0,16.0,32.0,2.0,267.0,20.0,,,46.0,2.0,21.0,18.0,998.0,132.0,372.0,,,26.0,478.0,269.0,279.0,,23.0,42.0,,117.0,61.0,,213.0,10.0,26.0,967.0,108.0,,34.0,787.0,34.0,29.0,62.0,13.0,848.0,115.0,39.0,,117.0,43.0,,3.0,0.0,,17.0,29.0,16.0,10.0,6.0,,1.0,,,,,16.0,8.0,,8.0,33.0,6.0,4.0,25.0,4.0,2.0,6.0,,2.0,,183.0,11.0,,6.0,,,,,,1.0,12.0,,,,,,,1.0,1.0,,3.0,,,1.0,,,,,,,,
cpl::Football_Player::edcfdeb0583a4f25b44f57a7e66b2d6d,L. Callegari,Wanderers,Midfielder,2023,midfielder,27,2415,0,6,15,0,5,6,44,52,32,1,8,0,53,88.0,29,1.08,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,2462.0,8.0,263.0,2415.0,135.0,,14.0,136.0,7.0,,1716.0,3.0,257.0,,283.0,4.0,45.0,6.0,563.0,27.0,,,52.0,2.0,22.0,11.0,2046.0,233.0,836.0,,,27.0,969.0,519.0,584.0,,20.0,80.0,,147.0,156.0,,400.0,10.0,27.0,1975.0,183.0,,36.0,1627.0,26.0,25.0,69.0,16.0,1783.0,240.0,32.0,,122.0,70.0,,6.0,0.0,,12.0,34.0,21.0,1.0,,,,,,,49.0,15.0,19.0,1.0,47.0,44.0,1.0,5.0,40.0,4.0,22.0,6.0,19.0,5.0,15.0,380.0,15.0,,24.0,4.0,,,1.0,,6.0,10.0,,,,,,,1.0,4.0,,9.0,,,,,,,,,,,
cpl::Football_Player::d97bc9c5cbf949d2be064c01af740715,C. Watson,Wanderers,Midfielder,2023,midfielder,25,1147,3,1,19,0,10,1,9,16,19,5,3,1,33,85.0,15,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,683.0,3.0,76.0,1147.0,56.0,,4.0,44.0,3.0,,421.0,,96.0,,108.0,3.0,16.0,,94.0,13.0,,,16.0,2.0,12.0,3.0,501.0,67.0,254.0,,,25.0,171.0,123.0,147.0,,9.0,13.0,,64.0,27.0,,143.0,10.0,25.0,497.0,63.0,,9.0,398.0,12.0,4.0,13.0,42.0,425.0,61.0,19.0,,40.0,21.0,,10.0,2.0,,8.0,8.0,8.0,13.0,12.0,,,,,,1.0,19.0,6.0,,6.0,9.0,5.0,10.0,25.0,1.0,,9.0,,,,137.0,11.0,3.0,3.0,1.0,3.0,3.0,5.0,,1.0,9.0,,,,,3.0,0.0,1.0,3.0,,2.0,,,,,1.0,1.0,,,,,
cpl::Football_Player::0e2b6aa5fbdf49f399441b22b356d14c,K. Bekker,Forge,Midfielder,2023,midfielder,28,2331,4,8,40,0,17,8,9,17,23,0,2,0,35,86.0,30,1.16,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,1910.0,2.0,209.0,2331.0,69.0,,5.0,74.0,4.0,,1207.0,2.0,138.0,,152.0,4.0,41.0,4.0,277.0,26.0,,,17.0,4.0,26.0,25.0,1477.0,142.0,769.0,,,28.0,531.0,392.0,534.0,,15.0,56.0,,78.0,111.0,,376.0,10.0,28.0,1413.0,153.0,,12.0,1157.0,14.0,11.0,20.0,40.0,1268.0,252.0,23.0,,69.0,54.0,,19.0,1.0,,9.0,22.0,26.0,7.0,2.0,,1.0,,,,85.0,40.0,39.0,1.0,97.0,9.0,15.0,17.0,28.0,5.0,32.0,10.0,47.0,14.0,18.0,274.0,17.0,1.0,14.0,6.0,2.0,4.0,,,8.0,23.0,,3.0,1.0,6.0,2.0,2.0,,3.0,,5.0,,,,2.0,,,,,,,
cpl::Football_Player::bcd2bd431fea40f2ad5e2cd7d95bef32,A. Sissoko,Atlético,Midfielder,2023,midfielder,27,1349,2,1,22,0,10,1,14,23,39,2,6,0,17,82.0,20,1.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,778.0,6.0,92.0,1349.0,78.0,,5.0,81.0,4.0,,394.0,2.0,154.0,,183.0,5.0,29.0,1.0,121.0,16.0,,,23.0,1.0,16.0,10.0,487.0,83.0,255.0,,,27.0,151.0,133.0,104.0,,15.0,11.0,,102.0,10.0,,178.0,10.0,27.0,486.0,81.0,,10.0,385.0,29.0,9.0,23.0,47.0,395.0,78.0,39.0,,76.0,38.0,,14.0,1.0,,24.0,8.0,14.0,13.0,11.0,,1.0,,,,,22.0,24.0,1.0,24.0,14.0,7.0,10.0,38.0,2.0,11.0,24.0,,11.0,,129.0,21.0,2.0,9.0,1.0,2.0,2.0,2.0,,1.0,12.0,,,1.0,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,
cpl::Football_Player::ea993e84d28d42ad8bdef8cff90110c3,J. Gagnon-Laparé,Wanderers,Midfielder,2023,midfielder,22,1411,0,5,4,0,1,5,30,25,23,0,7,0,41,89.0,28,1.79,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1187.0,7.0,108.0,1411.0,64.0,,7.0,89.0,4.0,,786.0,3.0,146.0,,163.0,6.0,18.0,1.0,245.0,15.0,,,25.0,,24.0,14.0,934.0,115.0,410.0,,,22.0,425.0,250.0,269.0,,9.0,31.0,,74.0,60.0,,180.0,10.0,22.0,889.0,77.0,,13.0,766.0,17.0,17.0,47.0,10.0,826.0,116.0,23.0,,82.0,22.0,,8.0,0.0,,10.0,23.0,12.0,6.0,7.0,,,,,,24.0,4.0,9.0,,30.0,30.0,3.0,1.0,18.0,4.0,9.0,5.0,11.0,,9.0,170.0,1.0,,8.0,5.0,,,,,5.0,3.0,,,,,,,,,,4.0,,,,,,,,,,,
cpl::Football_Player::06a2eff249fd4320a2c4753d25ea5f0f,M. Polisi,Valour,Midfielder,2023,midfielder,22,1912,1,0,8,0,2,0,40,33,32,0,4,0,50,86.0,30,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1464.0,4.0,167.0,1912.0,86.0,,18.0,130.0,3.0,,998.0,3.0,198.0,,234.0,16.0,23.0,4.0,324.0,22.0,,,33.0,1.0,27.0,11.0,1192.0,142.0,494.0,,,22.0,532.0,331.0,331.0,,11.0,58.0,,104.0,62.0,,225.0,10.0,22.0,1164.0,109.0,,20.0,963.0,36.0,17.0,57.0,18.0,1025.0,133.0,32.0,,112.0,40.0,,4.0,0.0,,18.0,18.0,23.0,7.0,,,,,,,,8.0,6.0,,6.0,40.0,4.0,2.0,26.0,5.0,1.0,6.0,,1.0,,206.0,6.0,1.0,6.0,,,1.0,,,,6.0,,,,,1.0,0.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,
cpl::Football_Player::88ac022bf06149f1be2ce2ab7f3c087c,Z. Verhoven,Vancouver FC,Midfielder,2023,midfielder,22,768,3,2,14,0,7,2,17,24,11,3,4,0,28,78.0,11,1.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,421.0,4.0,42.0,768.0,85.0,,2.0,69.0,1.0,,139.0,1.0,152.0,,159.0,2.0,27.0,,29.0,8.0,,,24.0,,10.0,6.0,183.0,47.0,97.0,,,22.0,49.0,49.0,61.0,,14.0,7.0,,90.0,6.0,,129.0,10.0,22.0,180.0,35.0,,13.0,135.0,7.0,7.0,24.0,38.0,141.0,41.0,11.0,,67.0,14.0,,9.0,0.0,,5.0,8.0,32.0,8.0,14.0,,2.0,,,,,14.0,13.0,1.0,13.0,17.0,3.0,7.0,46.0,,5.0,8.0,,5.0,,44.0,26.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,7.0,,,1.0,,1.0,2.0,2.0,4.0,,1.0,,,,,,,,,,,
cpl::Football_Player::3c3cd8920062442f93c9e257f9d44111,N. Jensen,Forge,Midfielder,2023,midfielder,23,1082,1,1,19,0,5,1,7,12,18,1,2,0,35,85.0,12,1.0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,653.0,2.0,68.0,1082.0,58.0,,5.0,48.0,3.0,,346.0,1.0,101.0,,115.0,1.0,17.0,1.0,95.0,12.0,,,12.0,2.0,9.0,4.0,429.0,57.0,224.0,,,23.0,148.0,100.0,104.0,,5.0,14.0,,67.0,36.0,,161.0,10.0,23.0,414.0,54.0,,7.0,325.0,14.0,6.0,13.0,31.0,361.0,75.0,18.0,,43.0,18.0,,12.0,0.0,,9.0,8.0,12.0,10.0,11.0,,1.0,,,,11.0,19.0,20.0,,25.0,7.0,8.0,5.0,33.0,2.0,11.0,9.0,3.0,8.0,4.0,130.0,15.0,,16.0,1.0,1.0,1.0,1.0,,1.0,14.0,,1.0,,2.0,1.0,0.0,,1.0,,2.0,,,,,,,,,,,
cpl::Football_Player::d80c8273244649a0841591e849fc3590,D. Gutiérrez,Cavalry,Midfielder,2023,midfielder,25,2113,4,1,21,0,8,1,30,30,20,0,7,0,71,87.0,32,1.36,61,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,1847.0,7.0,195.0,2113.0,113.0,,20.0,107.0,3.0,,1168.0,1.0,200.0,,228.0,6.0,65.0,4.0,354.0,25.0,,,30.0,1.0,29.0,10.0,1415.0,167.0,710.0,,,25.0,545.0,332.0,420.0,,25.0,30.0,,121.0,105.0,,354.0,10.0,25.0,1352.0,165.0,,14.0,1115.0,28.0,10.0,40.0,43.0,1220.0,213.0,20.0,,87.0,45.0,,12.0,2.0,,8.0,23.0,29.0,7.0,,,1.0,,,,61.0,21.0,13.0,,63.0,30.0,5.0,8.0,50.0,2.0,35.0,12.0,36.0,7.0,19.0,309.0,32.0,3.0,31.0,1.0,3.0,4.0,,2.0,1.0,13.0,2.0,,,7.0,3.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,
cpl::Football_Player::a4d26a57d62040df8359a9bc96b1db67,D. Campbell,Valour,Midfielder,2023,midfielder,25,2165,1,1,8,0,3,1,42,40,50,0,9,0,66,82.0,30,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1527.0,9.0,199.0,2165.0,81.0,,37.0,166.0,3.0,,827.0,6.0,210.0,,266.0,24.0,47.0,6.0,238.0,25.0,,,40.0,1.0,27.0,46.0,1061.0,141.0,439.0,,,25.0,430.0,404.0,252.0,,31.0,78.0,,100.0,54.0,,286.0,10.0,25.0,1025.0,121.0,,23.0,808.0,56.0,22.0,64.0,27.0,862.0,164.0,50.0,,129.0,45.0,,11.0,0.0,,19.0,42.0,16.0,4.0,,,,,,,,8.0,10.0,19.0,10.0,42.0,2.0,3.0,25.0,6.0,7.0,66.0,,7.0,,167.0,13.0,,4.0,1.0,1.0,1.0,,,1.0,5.0,,1.0,,,0.0,1.0,3.0,2.0,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::e512d7955b56480a81777677f3985c3b,K. Martin-Pereux,York,Midfielder,2023,midfielder,6,317,0,2,1,0,0,2,3,5,2,0,1,0,83,81.0,6,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,205.0,1.0,22.0,317.0,25.0,,5.0,18.0,,,90.0,,38.0,,44.0,,5.0,,7.0,3.0,,,5.0,,6.0,8.0,114.0,10.0,47.0,,,6.0,46.0,43.0,34.0,,1.0,2.0,,26.0,1.0,,54.0,10.0,6.0,112.0,20.0,,3.0,91.0,6.0,3.0,6.0,9.0,92.0,23.0,2.0,,13.0,6.0,,5.0,0.0,,1.0,2.0,5.0,3.0,3.0,,,,,,1.0,1.0,6.0,2.0,7.0,3.0,,,14.0,2.0,1.0,23.0,1.0,1.0,,30.0,7.0,,,2.0,,,,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,
cpl::Football_Player::1bd0dbfb79774479a33b21e4bc153680,C. Haworth,Ottawa Fury,Midfielder,2023,midfielder,17,647,3,4,9,0,7,4,5,9,15,3,2,0,41,75.0,12,1.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,420.0,2.0,68.0,647.0,29.0,,5.0,45.0,2.0,,198.0,,69.0,,81.0,8.0,16.0,1.0,109.0,7.0,,,9.0,,10.0,8.0,267.0,43.0,122.0,,,17.0,82.0,84.0,7.0,,6.0,16.0,,36.0,2.0,,116.0,10.0,17.0,266.0,52.0,,5.0,197.0,12.0,5.0,10.0,17.0,199.0,52.0,15.0,,40.0,26.0,,4.0,0.0,,7.0,1.0,15.0,6.0,10.0,,,,,,2.0,9.0,9.0,10.0,10.0,5.0,,7.0,12.0,1.0,5.0,21.0,,4.0,1.0,67.0,7.0,2.0,1.0,4.0,2.0,3.0,3.0,,4.0,2.0,,1.0,,1.0,3.0,0.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,,
cpl::Football_Player::e062e50eb3404d07b682bf9855e3a980,Alberto Zapater,Atlético,Midfielder,2023,midfielder,16,1395,0,0,1,0,0,0,31,12,13,0,3,0,62,85.0,16,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,724.0,3.0,84.0,1395.0,37.0,,20.0,91.0,2.0,,439.0,4.0,108.0,,140.0,15.0,23.0,5.0,158.0,15.0,,,12.0,,14.0,12.0,539.0,107.0,212.0,,,16.0,245.0,158.0,156.0,,16.0,28.0,,49.0,44.0,,115.0,10.0,16.0,521.0,56.0,,8.0,411.0,32.0,20.0,51.0,2.0,455.0,56.0,13.0,,71.0,31.0,,,0.0,,12.0,19.0,7.0,,1.0,,,,,,,1.0,2.0,,3.0,31.0,,,11.0,5.0,2.0,,,2.0,,67.0,4.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::921e4a14fc0748d5b1160d54caf93c23,A. Sacko,Atlético,Midfielder,2023,midfielder,9,438,0,0,6,0,4,0,9,9,4,1,2,0,21,79.0,8,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,278.0,2.0,32.0,438.0,26.0,,4.0,23.0,2.0,,116.0,,45.0,,64.0,3.0,5.0,1.0,5.0,5.0,,,9.0,,6.0,8.0,148.0,31.0,66.0,,,9.0,53.0,51.0,54.0,,2.0,3.0,,41.0,2.0,,68.0,10.0,9.0,148.0,29.0,,3.0,114.0,19.0,3.0,12.0,11.0,116.0,32.0,4.0,,19.0,9.0,,2.0,0.0,,15.0,8.0,3.0,3.0,4.0,,,,,,,6.0,9.0,7.0,9.0,9.0,,4.0,12.0,1.0,3.0,33.0,,3.0,,38.0,9.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::6fcfea80844a4cf19b5492d7fc111116,K. Williams,Valour,Midfielder,2023,midfielder,23,1937,4,5,38,0,17,5,11,28,26,21,3,0,20,77.0,29,1.35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,841.0,3.0,110.0,1937.0,97.0,,9.0,67.0,3.0,,356.0,,155.0,,198.0,4.0,26.0,3.0,56.0,22.0,,,28.0,1.0,26.0,6.0,476.0,73.0,272.0,,,23.0,108.0,108.0,165.0,,7.0,9.0,,131.0,5.0,,278.0,10.0,23.0,466.0,101.0,,11.0,361.0,43.0,4.0,15.0,78.0,366.0,144.0,26.0,,58.0,28.0,,9.0,0.0,,34.0,9.0,17.0,8.0,1.0,,6.0,,,,24.0,38.0,33.0,,62.0,11.0,8.0,17.0,53.0,1.0,14.0,4.0,19.0,7.0,5.0,147.0,26.0,3.0,8.0,5.0,4.0,4.0,21.0,,5.0,21.0,,1.0,,3.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,
cpl::Football_Player::4351cc0a7b0b41b0932bec33949a8b6a,J. Sanchez,Valour,Midfielder,2023,midfielder,21,1256,0,0,8,0,4,0,18,11,5,2,1,0,37,86.0,14,1.0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,776.0,1.0,80.0,1256.0,72.0,,9.0,66.0,1.0,,470.0,1.0,129.0,,153.0,9.0,29.0,2.0,151.0,15.0,,,11.0,,13.0,5.0,563.0,78.0,243.0,,,21.0,244.0,112.0,150.0,,12.0,11.0,,87.0,16.0,,157.0,10.0,21.0,550.0,69.0,,6.0,467.0,24.0,17.0,35.0,30.0,483.0,69.0,5.0,,57.0,25.0,,3.0,0.0,,15.0,9.0,17.0,8.0,6.0,,,,,,12.0,8.0,4.0,,14.0,18.0,7.0,4.0,34.0,2.0,4.0,,7.0,,4.0,150.0,11.0,,6.0,,,,2.0,,,4.0,,,,,,,1.0,2.0,,3.0,,,,,,,,,,,
cpl::Football_Player::5f6abde4c0ad4d25a0b828c3ff4f800c,N. St. Louis,Vancouver FC,Midfielder,2023,midfielder,4,71,0,0,1,0,0,0,2,1,1,0,0,0,0,64.0,2,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34.0,,8.0,71.0,4.0,,,3.0,,,14.0,,7.0,,7.0,,1.0,,7.0,1.0,,,1.0,,2.0,1.0,22.0,5.0,7.0,,,4.0,7.0,9.0,2.0,,,1.0,,4.0,1.0,,12.0,10.0,4.0,22.0,7.0,,1.0,13.0,,,2.0,,14.0,7.0,1.0,,3.0,2.0,,1.0,0.0,,,1.0,,2.0,3.0,,,,,,,1.0,1.0,,1.0,2.0,,,2.0,1.0,,,,,,4.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::82ff8e880ba54f74a34fe1f8165f3b46,Matthew Baldisimo,York,Midfielder,2023,midfielder,16,889,1,0,6,0,3,0,20,16,10,0,4,1,42,88.0,10,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,573.0,4.0,56.0,889.0,42.0,,6.0,58.0,1.0,,374.0,1.0,94.0,,108.0,2.0,17.0,1.0,134.0,9.0,,,16.0,1.0,9.0,9.0,440.0,75.0,190.0,,,16.0,195.0,116.0,105.0,,10.0,15.0,,50.0,20.0,,75.0,10.0,16.0,430.0,41.0,,10.0,364.0,14.0,12.0,32.0,4.0,384.0,37.0,10.0,,52.0,21.0,,2.0,1.0,,8.0,15.0,10.0,6.0,7.0,,,,,,,6.0,2.0,,2.0,20.0,3.0,3.0,9.0,2.0,1.0,2.0,,1.0,,85.0,6.0,1.0,,,,1.0,,,,3.0,,,,,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,
cpl::Football_Player::304cff4b86fa4b259f62961085210ca2,A. Wilson,Wanderers,Midfielder,2023,midfielder,11,336,1,0,2,0,1,0,4,5,9,0,3,0,41,81.0,4,1.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,205.0,3.0,27.0,336.0,22.0,,5.0,27.0,1.0,,110.0,2.0,44.0,,56.0,1.0,3.0,,28.0,3.0,,,5.0,1.0,3.0,2.0,140.0,22.0,51.0,,,11.0,62.0,40.0,38.0,,3.0,6.0,,29.0,5.0,,48.0,10.0,11.0,137.0,21.0,,1.0,108.0,12.0,5.0,9.0,5.0,113.0,24.0,9.0,,22.0,9.0,,2.0,0.0,,7.0,4.0,4.0,1.0,8.0,,,,,,,2.0,6.0,1.0,6.0,4.0,1.0,1.0,9.0,2.0,,1.0,,,,34.0,3.0,,2.0,,1.0,1.0,,,,1.0,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,
cpl::Football_Player::c0ae1ca6360b41c6ad94f45a8b50a872,T. Crawford,Vancouver FC,Midfielder,2023,midfielder,23,1318,0,0,3,0,1,0,22,4,9,0,0,0,30,75.0,28,1.91,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,846.0,,114.0,1318.0,39.0,,7.0,55.0,2.0,,335.0,7.0,87.0,,110.0,20.0,39.0,2.0,8.0,14.0,,,4.0,4.0,26.0,37.0,453.0,70.0,174.0,,,23.0,173.0,182.0,165.0,,15.0,30.0,,55.0,17.0,,214.0,10.0,23.0,449.0,84.0,,2.0,322.0,23.0,10.0,32.0,10.0,339.0,110.0,9.0,,48.0,41.0,,8.0,0.0,,16.0,28.0,7.0,10.0,9.0,,,,,,7.0,3.0,29.0,35.0,37.0,22.0,,1.0,13.0,7.0,8.0,109.0,4.0,5.0,3.0,98.0,5.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
cpl::Football_Player::9a040c91c1d2424ca095e663faf5075a,K. Kane,Forge,Midfielder,2023,midfielder,16,518,0,0,7,0,1,0,10,12,7,1,2,0,44,86.0,10,1.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,304.0,2.0,27.0,518.0,39.0,,8.0,38.0,2.0,,162.0,,69.0,,87.0,3.0,7.0,,60.0,6.0,,,12.0,2.0,8.0,9.0,191.0,35.0,85.0,,,16.0,80.0,45.0,48.0,,6.0,7.0,,49.0,6.0,,66.0,10.0,16.0,189.0,20.0,,6.0,158.0,18.0,5.0,15.0,10.0,164.0,21.0,7.0,,30.0,9.0,,1.0,0.0,,10.0,5.0,8.0,4.0,10.0,,,,,,,7.0,3.0,,3.0,10.0,2.0,1.0,18.0,1.0,1.0,,,1.0,,38.0,7.0,,2.0,,,,1.0,,,6.0,,,,,,,,1.0,,1.0,,,,,,,,,,,
cpl::Football_Player::55a8a1aea5f543dbaac3bf7112ad867b,Z. Bahous,Pacific,Midfielder,2023,midfielder,18,783,1,0,10,0,5,0,26,12,10,2,1,0,9,81.0,13,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,505.0,1.0,66.0,783.0,38.0,,1.0,74.0,2.0,,260.0,,111.0,,122.0,8.0,24.0,,97.0,6.0,,,12.0,,11.0,9.0,332.0,71.0,157.0,,,18.0,109.0,103.0,86.0,,9.0,18.0,,48.0,30.0,,98.0,10.0,18.0,324.0,48.0,,5.0,236.0,11.0,18.0,44.0,14.0,266.0,50.0,10.0,,73.0,24.0,,4.0,0.0,,10.0,11.0,19.0,4.0,12.0,,,,,,,10.0,8.0,1.0,8.0,26.0,2.0,5.0,10.0,1.0,,11.0,,,,46.0,2.0,,1.0,,1.0,1.0,2.0,,,5.0,,1.0,,,0.0,1.0,,1.0,,,,,,,,,,,,,
cpl::Football_Player::c82c8c9fc952454c80e3c45a6f9c883d,K. Rendón,Valour,Midfielder,2023,midfielder,8,136,0,0,1,0,1,0,2,2,2,0,1,0,40,66.0,2,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59.0,1.0,13.0,136.0,6.0,,2.0,7.0,,,24.0,,11.0,,16.0,2.0,2.0,,7.0,1.0,,,2.0,,2.0,4.0,38.0,6.0,16.0,,,8.0,9.0,13.0,14.0,,2.0,5.0,,9.0,,,17.0,10.0,8.0,37.0,8.0,,,25.0,5.0,1.0,3.0,,25.0,9.0,2.0,,5.0,5.0,,,0.0,,3.0,2.0,,1.0,7.0,,,,,,,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
